channel,mean,min,max,cv,variance,std,skewness,kurtosis,n,path,flat
Ex_642_Em_2,2.85595675675676,0,72,0.971217774988022,7.69372216313285,2.77375596675931,2.01034972809626,9.51526347268441,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000110.raw,yes
Ex_642_Em_2,2.89286632578524,0,72,0.960870835118365,7.72657021414588,2.77967088234307,2.01277691496873,9.66146191244183,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000120.raw,yes
Ex_642_Em_2,2.86088064280497,0,76,0.969786755903988,7.69754038372037,2.77444415761435,2.00694470644902,9.50570055327991,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000130.raw,yes
Ex_642_Em_2,2.91739401022644,0,109,0.954840049297854,7.75981606340198,2.78564464054588,2.00055529360148,10.0312517913809,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000140.raw,yes
Ex_642_Em_2,2.87476873630387,0,82,0.966209416743367,7.71522077273209,2.77762862397623,2.01537257071809,9.94375718130822,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000150.raw,yes
Ex_642_Em_2,2.89595675675676,0,63,0.96023095551468,7.73277813948228,2.78078732366973,2.00115134684388,9.49655609464306,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000160.raw,yes
Ex_642_Em_2,2.85206983199416,0,80,0.971537796240446,7.67785156031022,2.77089363929946,2.01706473166071,9.6085846332818,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000170.raw,yes
Ex_642_Em_2,2.90495339663988,0,73,0.956260679408837,7.71668790117009,2.77789270872186,1.97965465220736,9.24151145646576,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000180.raw,yes
Ex_642_Em_2,2.9002930606282,0,66,0.957342865790678,7.70936801035155,2.77657487029461,1.98008119209804,9.28898485583327,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000200.raw,yes
Ex_642_Em_2,2.86860394448503,0,72,0.967618457524933,7.7045888982427,2.77571412401254,1.99543588018018,9.25166113372557,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000210.raw,yes
Ex_642_Em_2,2.88928823959094,0,88,0.961132220520955,7.7116624712386,2.77698802144312,2.00401207921725,9.74792273003075,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000220.raw,yes
Ex_642_Em_2,2.87970898466034,0,70,0.964365667350173,7.71224262451172,2.77709247676625,2.00352103367291,9.58775834610895,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000230.raw,yes
Ex_642_Em_2,2.90234945215486,0,70,0.956907801646866,7.71328883019548,2.77728083387249,1.97471297887474,9.16881672737441,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000240.raw,yes
Ex_642_Em_2,2.86781387874361,0,71,0.967752281213136,7.702475610202,2.77533342324882,2.01083874481853,9.57173758098919,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000250.raw,yes
Ex_642_Em_2,2.88724061358656,0,75,0.961493293300148,7.70652292677213,2.77606248610728,2.01711865082419,9.92054388353732,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000260.raw,yes
Ex_642_Em_2,2.86503257852447,0,79,0.96776806208624,7.68779334599294,2.77268702633257,1.99453045879389,9.26298980186501,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000270.raw,yes
Ex_642_Em_2,2.89168560993426,0,73,0.960515009491382,7.71454752966072,2.7775074310721,1.99771685497253,9.47648338329594,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000280.raw,yes
Ex_642_Em_2,2.86897063550037,0,102,0.966814121656941,7.69375188818138,2.77376132502084,2.0048068637252,9.83396156894924,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000290.raw,yes
Ex_642_Em_2,2.89792315558802,0,69,0.959000884686147,7.72345722753751,2.77911086996138,1.99999440122084,9.55502133382057,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000300.raw,yes
Ex_642_Em_2,2.88229802775749,0,87,0.964387233119651,7.7264620167929,2.77965142001527,2.00886756784464,9.72543724015111,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000310.raw,yes
Ex_642_Em_2,2.88898875091308,0,68,0.961693142971841,7.71906575577288,2.77832067187589,2.00712376220623,9.64362930150776,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000320.raw,yes
Ex_642_Em_2,2.86613323593864,0,72,0.967266763082409,7.68573277515769,2.77231541768928,2.00598480366118,9.5421120695575,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000330.raw,yes
Ex_642_Em_2,2.8984219138057,0,69,0.95890348351637,7.72454667678689,2.77930686984847,1.99000581582513,9.34860981170363,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000340.raw,yes
Ex_642_Em_2,2.86017063550037,0,103,0.970778859180534,7.70946972383305,2.77659318659271,2.04025657877609,10.3509104003529,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000350.raw,yes
Ex_642_Em_2,2.91049145361578,0,85,0.955564880264308,7.73486995419868,2.78116341738465,1.98842392499187,9.55329758648185,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000360.raw,yes
Ex_642_Em_2,2.88551146822498,0,80,0.963434503164301,7.72840727117082,2.78000130776423,1.99629837091498,9.50606740393578,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000370.raw,yes
Ex_642_Em_2,2.90425682980278,0,84,0.958236736216031,7.7448974513204,2.78296558572333,2.00706122962326,9.65599871015127,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000380.raw,yes
Ex_642_Em_2,2.89035237399562,0,81,0.959880193025016,7.69725094004029,2.77439199466122,1.99161587540402,9.48217384524688,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000400.raw,yes
Ex_642_Em_2,2.86193279766253,0,93,0.96770046042033,7.67009527673886,2.76949368599007,1.99208861502348,9.41584924105248,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000410.raw,yes
Ex_642_Em_2,2.89262644265888,0,64,0.959672448388543,7.70603109625655,2.77597390049989,1.98809129519379,9.26069849796632,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000420.raw,yes
Ex_642_Em_2,2.8766042366691,0,101,0.965128589578019,7.70780276471624,2.7762929897106,2.02162759821862,10.3492500874793,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000430.raw,yes
Ex_642_Em_2,2.92192520087655,0,63,0.952438363766504,7.7448310590745,2.78295365737098,1.98426738663944,9.47939318868951,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000440.raw,yes
Ex_642_Em_2,2.86112052593134,0,101,0.970162703473807,7.70480152157328,2.77575242440195,2.02833791022513,10.0267487087555,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000450.raw,yes
Ex_642_Em_2,2.90985215485756,0,74,0.954835806397976,7.71967898170031,2.77843102878231,1.99186708099632,9.69559899208168,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000460.raw,yes
Ex_642_Em_2,2.86375310445581,0,70,0.968662867973629,7.69513866662146,2.77401129533055,2.00925135989979,9.51316593149427,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000470.raw,yes
Ex_642_Em_2,2.89568210372535,0,79,0.959411117102725,7.71811521058994,2.7781496019095,1.9743431839317,9.12777942817902,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000480.raw,yes
Ex_642_Em_2,2.86596406135866,0,64,0.966806894792403,7.67752002895532,2.77083381474879,2.006081831574,9.53745627754956,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000490.raw,yes
Ex_642_Em_2,2.91269715120526,0,91,0.956066132427595,7.75472730089833,2.78473110028569,2.00514463015761,9.92026849281853,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000500.raw,yes
Ex_642_Em_2,2.87177618699781,0,87,0.965333244218785,7.6852094018316,2.77222102326485,1.98384338231302,9.20459268258991,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000510.raw,yes
Ex_642_Em_2,2.91049700511322,0,75,0.956291896598599,7.74667372717839,2.78328470106426,1.98803544041787,9.45831707853637,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000520.raw,yes
Ex_642_Em_2,2.86869569028488,0,72,0.969300101059006,7.73188663826094,2.78062702250067,2.02597964334169,9.78684927051454,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000530.raw,yes
Ex_642_Em_2,2.90983754565376,0,79,0.954693589169616,7.7173020590146,2.7780032503607,1.9884111585616,9.58012080344095,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000540.raw,yes
Ex_642_Em_2,2.90606603360117,0,82,0.95724919967797,7.73857472655987,2.78182938487605,1.97634224317557,9.24466532303173,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000550.raw,yes
Ex_642_Em_2,2.94845843681519,0,66,0.945657312970234,7.77423368617861,2.78823128276307,1.96540028882767,9.24246285847914,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000560.raw,yes
Ex_642_Em_2,2.86452242512783,0,66,0.966775009131001,7.66929218734728,2.76934869370892,1.97427480917849,9.07577299113489,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000570.raw,yes
Ex_642_Em_2,2.92356698319942,0,71,0.952475896180543,7.75414798785014,2.78462708236671,1.99319446040084,9.78682403184573,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000580.raw,yes
Ex_642_Em_2,2.91714536157779,0,67,0.953574508919857,7.73794087600394,2.78171545561438,1.95873270071444,9.01182844358272,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000600.raw,yes
Ex_642_Em_2,2.87524411979547,0,76,0.965588063396192,7.70784947155219,2.7763014014246,2.00217599096571,9.64715407238327,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000610.raw,yes
Ex_642_Em_2,2.91280934989043,0,74,0.953769187156421,7.71810523190827,2.77814780598662,1.96257236339916,9.12114068935485,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000620.raw,yes
Ex_642_Em_2,2.87543608473338,0,71,0.964970314137158,7.6990181477463,2.77471046196649,1.98977897844371,9.33257858056746,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000630.raw,yes
Ex_642_Em_2,2.91447918188459,0,62,0.956172072083521,7.7659398831502,2.78674359838687,2.00876322546627,9.70755023782972,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000640.raw,yes
Ex_642_Em_2,2.87400029218408,0,68,0.966762560827181,7.71992822846689,2.77847588228994,2.01352249936932,9.71907103572156,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000650.raw,yes
Ex_642_Em_2,2.90163360116874,0,60,0.958221880828474,7.73067313285873,2.780408806787,1.98512954505688,9.28119613226613,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000660.raw,yes
Ex_642_Em_2,2.88679620160701,0,77,0.964291974229656,7.74906590779153,2.7837144084463,2.0059729949626,9.68051462229257,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000670.raw,yes
Ex_642_Em_2,2.90448473338203,0,83,0.957255533741538,7.73025761697149,2.78033408369776,1.99265438201527,9.56918665056078,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000680.raw,yes
Ex_642_Em_2,2.88407772096421,0,75,0.965876422622674,7.75991652045076,2.78566267169066,2.02680998615277,9.895814765749,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000690.raw,yes
Ex_642_Em_2,2.91878977355734,0,75,0.952619332262931,7.73115558755226,2.78049556510207,1.97583275252746,9.33017507432277,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000700.raw,yes
Ex_642_Em_2,2.89191818845873,0,80,0.961239341309242,7.72743000278241,2.77982553459429,1.97848910437226,9.18933451609046,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000710.raw,yes
Ex_642_Em_2,2.90206223520818,0,68,0.957912950974057,7.72797188391988,2.77992299963864,1.99171439485204,9.46992078633344,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000720.raw,yes
Ex_642_Em_2,2.90790562454346,0,74,0.956809497666143,7.74125850658151,2.78231171987998,1.97271804184447,9.22677031330985,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000730.raw,yes
Ex_642_Em_2,2.94282220598977,0,65,0.949081115094787,7.80072041520314,2.79297698078648,1.96325529901195,9.04071375005806,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000740.raw,yes
Ex_642_Em_2,2.88047041636231,0,93,0.964984471356845,7.72622742698527,2.77960922199241,1.99137274027047,9.39595386489741,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000750.raw,yes
Ex_642_Em_2,2.93475178962747,0,60,0.94897737886347,7.7562977495816,2.78501306093555,1.94008833220365,8.72730024135487,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000760.raw,yes
Ex_642_Em_2,2.86536449963477,0,77,0.96836068281112,7.6989951809443,2.77470632336907,2.0121331317273,9.71121235562224,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000770.raw,yes
Ex_642_Em_2,2.92537852447042,0,73,0.952699977179319,7.76741389029524,2.78700805350384,1.98394835203604,9.54684160557316,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000780.raw,yes
Ex_642_Em_2,2.92843243243243,0,67,0.951497647362058,7.76400584485196,2.78639656991821,1.96056355442348,8.94845157432125,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000800.raw,yes
Ex_642_Em_2,2.89024017531045,0,67,0.961044255070286,7.7153323909155,2.77764871625544,1.97401807069047,9.04822570026174,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000810.raw,yes
Ex_642_Em_2,2.91682804967129,0,93,0.955120571041561,7.76136402240212,2.78592247243209,1.97989388942155,9.52254396120792,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000820.raw,yes
Ex_642_Em_2,2.87471964937911,0,69,0.965783157832069,7.70815164401906,2.77635582085925,1.99059558662682,9.26259966168609,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000830.raw,yes
Ex_642_Em_2,2.92902907231556,0,69,0.951464471053116,7.76662821628504,2.78686709698992,1.98266576916247,9.4036226036471,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000840.raw,yes
Ex_642_Em_2,2.91371161431702,0,64,0.956728799537156,7.77089113579386,2.78763181496299,1.98281151942796,9.22871871376716,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000850.raw,yes
Ex_642_Em_2,2.92125551497443,0,95,0.954386316697882,7.77297907904492,2.78800629106983,1.9868172455122,9.56855445089877,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000860.raw,yes
Ex_642_Em_2,2.89962395909423,0,74,0.959863928066367,7.74644963111322,2.78324444329154,1.98391452487882,9.36222417290133,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000870.raw,yes
Ex_642_Em_2,2.92335456537619,0,66,0.952899081608765,7.75991211282602,2.78566188056376,1.97422612726365,9.28222852147123,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000880.raw,yes
Ex_642_Em_2,2.90101446311176,0,89,0.960050871909847,7.7569015733194,2.78512146473352,2.0114535983056,9.89837791397392,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000890.raw,yes
Ex_642_Em_2,2.92399590942294,0,84,0.953954036092694,7.78051637471413,2.78935769931254,1.97333792503683,9.31554934822034,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000900.raw,yes
Ex_642_Em_2,2.896234623813,0,72,0.960292869770246,7.73525955028682,2.78123345842934,1.9787890805011,9.16910705430296,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000910.raw,yes
Ex_642_Em_2,2.92539021183345,0,85,0.952845492559258,7.76984894411133,2.78744487732248,1.96991243669994,9.37161884599896,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000920.raw,yes
Ex_642_Em_2,2.88264397370343,0,88,0.964041527447841,7.72277708033866,2.77898849949737,2.00542113087742,10.0085119369288,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000930.raw,yes
Ex_642_Em_2,2.928634623813,0,70,0.953825524892991,7.80311963556369,2.79340645727823,1.99052650942321,9.52334164437857,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000940.raw,yes
Ex_642_Em_2,2.88220832724617,0,71,0.963700093730606,7.71497529421124,2.77758443511826,1.98129368966403,9.18679727231269,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000950.raw,yes
Ex_642_Em_2,2.91297326515705,0,94,0.956157925527596,7.75768705091039,2.78526247432991,1.99086633869526,9.75079917060808,3422500,/media/kmoradi/Elements/20210729_16_18_40_SW210318-07_R-HPC_15x_Zstep1um_50p_4ms/Ex_642_Em_2/143750/143750_146720/000960.raw,yes
